price,surface,bedrooms,restrooms,Aire acondicionado,Ascensor,Bajos,Balcón,Calefacción,Parking,Piscina,Terraza,location_mean_price
650.0,122,3,2,0,1,0,0,1,0,0,0,1080.93
650.0,100,3,2,0,1,0,0,0,0,0,0,1080.93
550.0,73,3,1,0,1,0,0,0,0,0,0,1080.93
700.0,72,2,1,0,0,0,0,0,0,0,0,1080.93
550.0,75,2,1,0,0,0,0,1,0,0,0,1080.93
500.0,83,3,1,0,0,0,0,1,0,0,1,1080.93
580.0,69,2,1,0,1,0,0,0,0,0,1,1080.93
550.0,63,2,1,0,0,1,0,0,0,0,0,1080.93
400.0,76,2,1,0,0,0,0,0,0,0,0,1080.93
680.0,70,2,2,0,1,0,0,0,0,0,0,1080.93
575.0,80,2,1,0,1,0,0,0,0,0,0,1080.93
750.0,101,4,3,0,0,0,0,1,0,0,1,1080.93
720.0,105,4,2,0,1,0,0,0,0,0,0,1080.93
650.0,79,2,1,0,1,0,0,0,0,0,0,1080.93
580.0,90,4,1,0,1,0,0,0,0,0,0,1080.93
950.0,120,2,2,0,1,0,0,0,0,0,0,1080.93
600.0,82,3,2,0,1,0,0,0,0,0,0,1080.93
460.0,65,2,1,0,1,0,0,0,0,0,0,1080.93
350.0,62,2,1,0,0,0,0,0,0,0,0,1080.93
600.0,90,3,1,0,1,0,0,1,0,0,0,1080.93
525.0,55,1,1,0,1,0,0,0,0,0,1,1080.93
850.0,70,2,2,0,1,0,0,0,0,0,0,1080.93
700.0,73,3,1,0,1,0,0,0,0,0,0,1080.93
950.0,100,2,2,0,0,0,0,1,0,0,0,1080.93
1250.0,140,3,3,0,1,0,0,1,0,0,0,1080.93
550.0,70,2,2,0,0,0,0,0,0,0,0,1080.93
600.0,53,1,1,0,0,0,0,0,0,0,0,1080.93
750.0,95,3,2,0,1,0,0,1,0,0,0,1080.93
600.0,80,3,1,0,1,0,0,1,0,0,0,1080.93
525.0,55,1,1,0,1,0,0,0,0,0,1,1080.93
600.0,88,3,2,0,0,0,0,1,0,0,0,1080.93
520.0,67,1,1,0,1,0,0,1,0,0,0,1080.93
800.0,66,3,1,0,0,0,0,0,0,0,0,1080.93
800.0,85,3,1,0,0,0,0,1,0,0,0,1080.93
350.0,52,1,1,0,0,0,0,0,0,0,0,1080.93
570.0,50,2,1,0,1,0,0,0,0,0,0,1080.93
1240.0,100,3,2,0,1,0,0,0,0,0,0,1080.93
500.0,90,3,1,0,1,0,0,1,0,0,0,1080.93
690.0,140,4,2,0,1,0,0,0,1,0,0,1080.93
700.0,100,4,2,0,1,0,0,0,0,0,0,1080.93
600.0,60,2,1,0,0,0,0,1,0,0,0,1080.93
550.0,53,2,1,0,1,0,0,1,0,0,0,1080.93
550.0,50,1,1,0,1,0,0,1,0,0,0,1080.93
770.0,110,3,2,0,1,0,0,0,0,0,0,1080.93
500.0,67,1,1,0,0,0,0,1,0,0,0,1080.93
700.0,110,3,2,0,1,0,0,0,0,0,0,1080.93
390.0,76,2,1,0,0,0,0,0,0,0,0,1080.93
790.0,110,3,2,0,0,0,0,1,0,0,0,1080.93
600.0,80,3,1,0,1,0,0,1,0,0,0,1080.93
800.0,125,4,2,0,0,0,0,0,0,0,1,1080.93
500.0,87,3,1,0,1,0,0,1,0,0,0,1080.93
700.0,85,4,2,0,1,0,0,0,0,0,0,1080.93
590.0,65,2,1,0,1,0,0,0,0,0,0,1080.93
400.0,74,2,1,0,0,0,0,0,0,0,0,1080.93
550.0,70,2,1,0,1,0,0,0,0,0,0,1080.93
750.0,117,3,2,0,1,0,0,0,0,0,0,1080.93
1450.0,120,3,2,0,1,0,0,0,0,0,0,1080.93
450.0,86,3,1,0,1,0,0,0,0,0,0,1080.93
750.0,137,5,2,0,1,0,0,0,0,0,1,1080.93
850.0,90,3,2,0,1,0,0,0,0,0,0,1080.93
660.0,120,3,2,0,1,0,0,0,0,0,0,1080.93
600.0,59,1,1,0,0,0,0,0,0,0,0,1080.93
575.0,83,2,1,0,1,0,0,0,0,0,0,1080.93
600.0,100,3,3,0,1,0,0,0,0,0,0,1080.93
800.0,70,2,2,0,1,0,0,0,0,0,0,1080.93
625.0,57,1,1,0,1,0,0,0,0,0,0,1080.93
750.0,65,2,2,0,0,0,0,1,0,0,0,1080.93
550.0,90,4,2,0,1,0,0,0,0,0,0,1080.93
600.0,76,2,1,0,1,0,0,1,0,0,0,1080.93
700.0,75,2,2,0,1,0,0,0,0,0,1,1080.93
650.0,95,3,2,0,1,0,0,0,0,0,0,1080.93
420.0,67,1,1,0,1,0,0,1,0,0,0,1080.93
800.0,98,4,2,0,1,0,0,0,0,0,0,1080.93
530.0,86,3,1,0,1,0,0,1,0,0,0,1080.93
650.0,76,3,2,0,1,0,0,0,0,0,0,1080.93
700.0,90,2,2,0,1,0,0,0,0,0,0,1080.93
750.0,100,3,2,0,0,0,0,1,0,0,0,1080.93
1250.0,97,3,2,0,1,0,0,0,0,0,0,1080.93
450.0,50,1,1,0,0,0,0,0,0,0,0,1080.93
1050.0,100,2,2,0,1,0,0,0,0,0,0,1080.93
750.0,70,1,1,0,1,0,0,0,0,0,0,1080.93
1250.0,91,3,2,0,1,0,0,0,0,0,0,1080.93
500.0,67,1,1,0,0,0,0,1,0,0,0,1080.93
1250.0,100,2,2,0,1,0,0,0,0,0,0,1080.93
550.0,75,3,1,0,0,0,0,0,0,0,0,1080.93
600.0,50,1,1,0,1,0,0,0,0,0,0,1080.93
430.0,74,2,1,0,0,0,0,0,0,0,0,1080.93
575.0,70,3,1,0,1,0,0,0,0,0,0,1080.93
575.0,92,4,2,0,1,0,0,0,0,0,0,1080.93
400.0,76,2,1,0,0,0,0,0,0,0,0,1080.93
800.0,90,3,2,0,1,0,0,0,0,0,0,1080.93
520.0,65,2,1,0,0,1,0,1,0,0,0,1080.93
500.0,80,3,2,0,1,0,0,0,0,0,0,1080.93
480.0,77,2,1,0,0,0,0,1,0,0,0,1080.93
550.0,40,1,1,0,1,0,0,0,0,0,0,1080.93
450.0,65,1,1,0,0,0,0,0,0,0,1,1080.93
600.0,107,2,2,0,1,0,0,0,0,0,0,1080.93
390.0,80,3,1,0,1,0,0,0,0,0,0,1080.93
950.0,90,2,2,0,0,1,0,1,0,0,0,1080.93
675.0,110,4,2,0,1,0,0,0,0,0,0,1080.93
525.0,55,1,1,0,1,1,0,0,0,0,0,1080.93
950.0,80,2,2,0,1,1,0,0,0,0,0,1080.93
700.0,60,1,1,0,0,0,1,0,0,0,0,1080.93
450.0,76,2,1,0,1,0,0,0,0,0,0,1080.93
600.0,53,1,1,0,0,0,0,0,0,0,0,1080.93
410.0,84,3,1,0,1,0,0,0,0,0,0,1080.93
395.0,45,1,1,0,0,0,0,1,0,0,0,1080.93
425.0,84,3,1,0,0,0,0,0,0,0,0,1080.93
575.0,75,2,1,0,1,0,0,0,0,0,0,1080.93
600.0,72,3,1,0,1,0,0,0,0,0,0,1080.93
650.0,109,4,2,0,1,0,0,0,0,0,0,1080.93
600.0,85,4,1,0,1,0,0,0,0,0,0,1080.93
1500.0,110,3,2,0,0,0,0,0,1,0,1,1080.93
450.0,54,1,1,0,1,0,0,0,1,0,0,1080.93
900.0,135,3,2,0,1,0,0,1,0,0,0,1080.93
900.0,135,3,2,0,1,0,0,0,0,0,0,1080.93
600.0,92,4,2,0,1,0,0,1,0,0,0,1080.93
750.0,80,2,1,0,0,1,0,0,1,0,0,1080.93
750.0,61,2,1,0,0,0,0,0,1,0,0,1080.93
600.0,70,2,1,0,1,0,0,1,0,0,0,1080.93
550.0,21,1,1,0,0,0,0,0,0,0,0,1080.93
1255.0,67,2,2,0,1,0,0,0,0,0,0,1080.93
800.0,95,3,2,0,1,0,0,0,0,0,0,1080.93
400.0,65,1,1,0,0,0,0,0,0,0,0,1080.93
430.0,45,1,1,0,1,1,0,0,0,0,0,1080.93
600.0,78,2,2,0,1,0,0,0,0,0,1,1080.93
580.0,88,3,2,0,1,0,0,1,0,0,0,1080.93
1050.0,69,2,1,0,1,0,0,0,0,0,0,1080.93
600.0,49,2,1,0,1,0,0,0,0,0,0,1080.93
580.0,70,2,1,0,0,0,0,1,0,0,0,1080.93
875.0,137,4,2,0,1,0,0,0,0,0,0,1080.93
650.0,60,2,1,0,1,0,0,0,0,0,0,1080.93
800.0,90,3,2,0,1,0,0,1,0,0,0,1080.93
525.0,60,1,1,0,1,0,0,0,0,0,0,1080.93
600.0,52,1,1,0,0,1,0,0,0,0,0,1080.93
550.0,65,2,1,0,1,0,0,0,0,0,0,1080.93
400.0,42,1,1,0,1,0,0,0,0,0,0,1080.93
730.0,70,2,1,0,0,0,0,1,0,0,0,1080.93
1100.0,119,2,2,0,1,0,1,0,0,0,0,1080.93
600.0,90,3,2,0,0,0,0,0,0,0,1,1080.93
525.0,68,2,1,0,1,0,0,0,0,0,0,1080.93
700.0,77,2,2,0,1,0,0,0,0,0,0,1080.93
1400.0,115,3,2,0,1,0,0,0,0,0,0,1080.93
350.0,65,1,1,0,0,0,0,0,0,0,0,1080.93
750.0,79,2,2,0,1,0,0,0,0,0,0,1080.93
890.0,95,3,2,0,1,0,0,0,0,0,0,1080.93
400.0,84,3,1,0,0,0,0,0,0,0,0,1080.93
660.0,82,3,1,0,1,0,0,0,0,0,0,1080.93
700.0,90,3,2,0,1,0,0,0,0,0,0,1080.93
800.0,87,2,2,0,1,0,0,0,0,0,0,1080.93
570.0,94,2,1,0,0,0,0,0,0,0,0,1080.93
650.0,79,3,1,0,0,0,0,0,0,0,0,1080.93
870.0,100,3,2,0,1,0,0,0,0,0,0,1080.93
900.0,110,4,2,0,1,0,0,0,0,0,0,1080.93
600.0,85,2,1,0,0,0,0,0,0,0,0,1080.93
925.0,150,3,3,0,0,0,0,1,0,0,0,1080.93
700.0,86,3,1,0,1,0,0,1,0,0,0,1080.93
875.0,109,3,2,0,0,0,0,1,0,0,0,1080.93
760.0,100,4,2,0,0,0,0,1,0,0,0,1080.93
675.0,80,3,2,0,1,0,0,1,0,0,0,1080.93
650.0,82,3,1,0,1,0,0,0,0,0,0,1080.93
765.0,80,2,2,0,1,0,0,0,0,0,0,1080.93
800.0,115,4,2,0,1,0,0,0,0,0,0,1080.93
900.0,130,4,2,0,1,0,0,0,0,0,0,1080.93
1500.0,90,3,2,0,1,0,0,0,0,0,0,1080.93
480.0,90,4,2,0,0,0,0,0,0,0,0,1080.93
650.0,80,2,2,0,1,0,0,1,0,0,0,1080.93
690.0,100,4,2,0,1,0,0,0,0,0,0,1080.93
600.0,75,3,1,0,0,0,0,0,0,0,0,1080.93
650.0,80,3,1,0,1,0,0,0,0,0,0,1080.93
525.0,50,1,1,0,1,1,0,0,0,0,0,1080.93
400.0,76,2,1,0,0,0,0,0,0,0,0,1080.93
720.0,100,4,2,0,1,0,0,0,0,0,0,1080.93
520.0,86,3,1,0,0,0,0,1,0,0,0,1080.93
550.0,84,3,2,0,1,0,0,0,0,0,0,1080.93
850.0,80,2,2,0,0,0,0,1,0,0,0,1080.93
1600.0,100,3,2,0,1,0,0,0,0,0,0,1080.93
1500.0,130,4,3,0,1,0,0,1,0,0,0,1080.93
850.0,132,3,2,0,1,0,0,0,0,0,0,1080.93
470.0,72,2,1,0,0,0,0,0,0,0,1,1080.93
600.0,84,2,1,0,0,0,0,0,0,0,0,1080.93
1400.0,100,4,3,0,0,0,0,1,0,0,0,1080.93
750.0,70,1,1,0,1,0,0,0,0,0,0,1080.93
1200.0,120,2,2,0,1,0,0,0,0,0,0,1080.93
700.0,63,2,3,0,1,0,0,0,0,0,0,1080.93
500.0,80,2,1,0,0,0,0,1,0,0,0,1080.93
950.0,95,2,2,0,1,0,0,0,1,0,0,1080.93
770.0,68,1,1,0,1,0,0,0,0,0,0,1080.93
1000.0,105,3,2,0,1,0,0,0,0,0,0,1080.93
800.0,90,2,2,0,0,0,0,0,0,0,0,1080.93
580.0,90,3,2,0,0,0,0,0,0,0,0,1080.93
650.0,42,1,1,0,1,1,0,0,0,0,0,1080.93
890.0,118,3,2,0,1,0,0,0,0,0,0,1080.93
550.0,97,4,1,0,0,0,0,0,0,0,0,1080.93
570.0,70,2,2,0,1,0,0,0,0,0,0,1080.93
550.0,90,3,2,0,0,0,0,0,0,0,0,1080.93
1080.93,80,3,2,0,1,0,0,0,1,0,0,1080.93
600.0,90,3,2,0,0,0,1,1,0,0,0,1080.93
450.0,90,3,2,0,0,0,0,0,0,0,0,1080.93
625.0,90,3,2,0,0,0,0,1,0,0,0,1080.93
450.0,60,2,1,0,0,0,0,0,0,0,0,1080.93
650.0,113,3,2,0,1,0,0,0,0,0,0,1080.93
425.0,60,2,1,0,0,0,0,0,0,0,0,1080.93
450.0,60,2,1,0,0,0,0,0,0,0,0,1080.93
450.0,60,2,1,0,1,0,0,1,0,0,0,1080.93
500.0,58,2,1,0,1,0,0,0,0,0,0,1080.93
400.0,60,2,1,0,0,0,0,1,0,0,0,1080.93
450.0,75,2,2,0,0,0,0,0,0,0,0,1080.93
450.0,60,2,1,0,0,0,0,0,0,0,0,1080.93
880.0,120,4,2,0,1,0,0,0,0,0,0,1080.93
550.0,90,3,2,0,0,0,0,1,0,0,0,1080.93
500.0,90,3,2,0,0,0,0,1,0,0,0,1080.93
650.0,100,4,2,0,0,0,0,0,0,0,1,1080.93
450.0,60,2,1,0,1,0,0,0,0,0,0,1080.93
850.0,120,4,2,0,1,0,0,0,0,0,0,1080.93
450.0,60,2,1,0,1,0,0,1,0,0,0,1080.93
425.0,60,2,1,0,1,0,0,1,0,0,0,1080.93
450.0,60,2,2,0,0,0,0,1,0,0,0,1080.93
550.0,100,4,1,0,0,0,0,1,0,0,0,1080.93
450.0,60,2,1,0,0,0,0,0,0,0,0,1080.93
450.0,60,2,1,0,0,0,0,1,0,0,0,1080.93
750.0,110,4,2,0,0,0,0,1,0,0,0,1080.93
425.0,60,2,1,0,0,0,0,1,0,0,0,1080.93
425.0,60,2,1,0,0,0,0,1,0,0,0,1080.93
425.0,60,2,1,0,1,0,0,0,0,0,0,1080.93
630.0,80,3,1,0,1,0,0,0,1,0,0,1080.93
470.0,82,2,1,0,0,0,0,1,0,0,0,1080.93
1080.93,50,2,1,0,1,0,0,0,1,0,0,1080.93
750.0,100,3,2,0,0,0,0,1,0,0,0,1080.93
425.0,62,2,1,0,0,0,0,0,0,0,0,1080.93
575.0,65,2,1,0,1,0,0,1,0,0,0,1080.93
400.0,60,2,1,0,0,0,0,0,0,0,0,1080.93
450.0,60,2,1,0,0,0,0,0,0,0,0,1080.93
425.0,60,2,1,0,0,0,0,0,0,0,0,1080.93
650.0,95,4,1,0,1,0,0,0,0,0,0,1080.93
425.0,60,2,1,0,1,0,0,1,0,0,0,1080.93
600.0,100,4,1,0,1,0,0,1,0,0,0,1080.93
400.0,55,2,1,0,0,0,0,1,0,0,0,1080.93
425.0,55,2,1,0,0,0,0,0,0,0,0,1080.93
450.0,60,2,1,0,0,0,0,0,0,0,0,1080.93
475.0,60,2,1,0,0,0,0,0,0,0,0,1080.93
400.0,60,2,1,0,0,0,0,0,0,0,0,1080.93
750.0,95,4,2,0,1,0,0,0,0,0,0,1080.93
450.0,60,2,1,0,0,0,0,0,0,0,0,1080.93
750.0,85,3,1,0,0,0,0,1,0,0,1,1080.93
600.0,120,3,1,0,1,0,0,0,0,0,0,1080.93
550.0,85,3,1,0,0,0,0,0,0,0,0,1080.93
550.0,75,3,1,0,0,0,0,0,0,0,0,1080.93
900.0,90,3,2,0,1,0,0,1,0,0,0,1080.93
550.0,85,3,1,0,0,0,0,1,0,0,0,1080.93
700.0,85,3,2,0,1,0,0,0,0,0,0,1080.93
900.0,90,3,2,0,1,0,0,0,0,0,1,1080.93
650.0,85,3,1,0,1,0,0,0,0,0,1,1080.93
400.0,45,2,1,0,1,0,0,0,0,0,0,1080.93
750.0,104,3,2,0,1,0,0,0,0,0,0,1080.93
500.0,60,2,1,0,0,0,0,0,0,0,0,1080.93
650.0,100,3,2,0,0,0,0,0,0,0,0,1080.93
550.0,89,3,1,0,1,0,0,0,0,0,0,1080.93
450.0,55,2,1,0,0,0,0,0,0,0,0,1080.93
900.0,80,3,2,0,0,0,0,0,0,0,0,1080.93
900.0,128,5,2,0,1,0,0,1,0,0,0,1080.93
325.0,35,1,1,0,0,0,0,1,0,0,0,1080.93
275.0,30,1,1,0,1,0,0,0,0,0,0,1080.93
350.0,45,1,1,0,0,0,0,0,0,0,0,1080.93
350.0,55,1,1,0,0,0,0,0,0,0,0,1080.93
800.0,100,4,2,0,0,0,0,1,0,0,1,1080.93
800.0,85,3,2,0,1,0,1,0,0,0,0,1080.93
1300.0,120,5,2,0,1,0,0,0,0,0,0,1080.93
425.0,50,1,1,0,1,0,0,1,0,0,0,1080.93
350.0,40,1,1,0,1,0,0,0,0,0,0,1080.93
375.0,55,1,1,0,1,0,0,0,0,0,0,1080.93
600.0,120,5,2,0,0,0,0,1,0,0,0,1080.93
375.0,40,1,1,0,1,0,0,0,0,0,0,1080.93
480.0,80,3,1,0,0,0,0,1,0,0,0,1080.93
600.0,55,2,1,0,1,0,0,0,0,0,0,1080.93
600.0,124,3,3,0,1,0,0,0,1,0,0,1080.93
500.0,75,3,-1,0,0,0,0,0,1,0,1,1080.93
550.0,65,2,1,0,1,0,0,1,0,0,0,1080.93
715.0,85,2,2,0,1,0,0,0,1,0,0,1080.93
890.0,110,3,2,0,1,0,0,0,1,0,0,1080.93
450.0,120,3,2,0,0,0,0,1,1,0,0,1080.93
475.0,90,3,1,0,0,0,0,1,0,0,0,1080.93
450.0,70,3,1,0,0,0,0,1,0,0,0,1080.93
450.0,37,1,1,0,0,0,0,1,0,0,0,1080.93
675.0,70,3,1,0,0,0,0,1,0,0,1,1080.93
1000.0,80,3,1,0,0,0,0,0,0,0,1,1080.93
550.0,80,3,1,0,0,0,0,1,0,0,0,1080.93
460.0,100,4,2,0,1,0,0,0,0,0,0,1080.93
350.0,85,3,2,0,0,0,0,1,0,0,0,1080.93
280.0,40,1,1,0,0,0,0,1,0,0,0,1080.93
290.0,30,1,1,0,0,0,0,0,0,0,0,1080.93
600.0,90,3,1,0,0,0,0,0,0,0,0,1080.93
400.0,75,3,1,0,0,0,0,0,0,0,0,1080.93
700.0,70,3,1,0,1,0,0,0,0,0,0,1080.93
400.0,60,2,1,0,0,0,0,0,0,0,0,1080.93
420.0,82,2,1,0,1,0,0,0,0,0,0,1080.93
500.0,79,3,-1,0,0,1,0,0,0,0,0,1080.93
600.0,90,3,1,0,0,0,0,0,0,0,0,1080.93
500.0,61,1,2,0,0,0,1,0,0,0,0,1080.93
250.0,25,3,1,0,0,0,0,0,0,0,0,1080.93
320.0,35,1,1,0,0,0,0,1,0,0,0,1080.93
550.0,65,2,2,0,1,0,0,0,0,0,0,1080.93
475.0,58,2,1,0,1,0,0,0,0,0,0,1080.93
750.0,80,3,2,0,1,0,0,0,0,0,0,1080.93
400.0,90,3,1,0,0,0,0,0,0,0,1,1080.93
400.0,65,2,1,0,0,0,0,1,0,0,0,1080.93
575.0,86,3,1,0,1,0,0,0,0,0,0,1080.93
460.0,90,3,2,0,1,0,0,0,0,0,0,1080.93
450.0,90,3,2,0,1,0,0,0,0,0,0,1080.93
550.0,101,3,2,0,1,0,0,0,0,0,0,1080.93
350.0,85,2,1,0,0,0,1,0,0,0,0,1080.93
325.0,29,1,1,0,0,0,0,1,0,0,0,1080.93
475.0,105,4,2,0,1,0,0,0,0,0,0,1080.93
550.0,75,3,-1,0,0,0,0,0,0,0,0,1080.93
550.0,80,3,-1,0,0,0,0,0,0,0,0,1080.93
600.0,75,3,1,0,0,1,0,0,0,0,0,1080.93
600.0,80,3,1,0,0,1,0,0,0,0,0,1080.93
650.0,80,3,1,0,0,0,0,0,0,0,0,1080.93
800.0,90,4,2,0,0,0,0,0,0,0,0,1080.93
400.0,70,3,1,0,0,1,0,1,0,0,0,1080.93
1300.0,180,3,2,0,0,0,0,0,0,0,1,1080.93
300.0,60,2,1,0,1,0,0,1,0,0,0,1080.93
1200.0,175,3,3,0,0,0,1,1,0,0,0,1080.93
900.0,81,3,2,0,1,0,0,1,0,0,0,1080.93
1200.0,110,4,2,0,1,0,0,0,0,0,0,1080.93
