price,surface,bedrooms,restrooms,Aire acondicionado,Ascensor,Bajos,Balcón,Calefacción,Parking,Piscina,Terraza,location_mean_price
650.0,36,1,1,0,1,0,0,1,0,0,0,745.59
480.0,53,1,1,0,1,0,0,0,0,0,0,745.59
650.0,101,3,2,0,1,0,0,0,0,0,0,745.59
625.0,85,3,2,0,1,0,0,0,0,0,0,745.59
700.0,191,4,3,0,0,0,0,1,0,0,1,745.59
430.0,39,1,1,0,1,0,0,0,0,0,0,745.59
500.0,60,2,1,0,1,0,0,0,0,0,1,745.59
490.0,56,2,1,0,1,0,0,1,0,0,0,745.59
430.0,1,2,2,0,0,0,0,0,0,0,0,745.59
200.0,70,3,1,0,1,0,0,0,0,0,0,745.59
490.0,75,2,2,0,1,0,0,0,0,0,1,745.59
650.0,76,2,2,0,1,0,0,0,0,0,1,745.59
690.0,88,3,2,0,1,0,0,0,0,0,0,745.59
500.0,50,1,1,0,0,0,0,0,0,0,0,745.59
650.0,70,2,1,0,1,0,0,1,0,0,0,745.59
1000.0,90,2,2,0,1,0,0,0,0,0,0,745.59
750.0,110,2,1,0,1,0,0,0,0,0,1,745.59
550.0,100,3,2,0,1,0,0,0,0,0,0,745.59
700.0,99,3,2,0,1,0,0,0,0,0,0,745.59
500.0,65,1,1,0,1,0,0,0,0,0,0,745.59
600.0,106,4,2,0,1,0,0,0,0,0,1,745.59
550.0,60,2,1,0,1,0,0,1,0,0,0,745.59
450.0,60,1,1,0,1,0,0,0,0,0,0,745.59
400.0,115,3,2,0,0,0,0,0,0,0,0,745.59
360.0,1,3,2,0,0,0,0,0,0,0,0,745.59
300.0,80,2,1,0,0,0,0,0,0,0,0,745.59
360.0,1,3,2,0,0,0,0,0,0,0,0,745.59
650.0,80,2,2,0,1,0,0,0,1,0,0,745.59
675.0,100,2,2,0,1,0,0,0,0,0,0,745.59
420.0,60,1,1,0,0,0,0,0,0,0,0,745.59
800.0,102,3,2,0,1,0,0,0,0,0,0,745.59
565.0,85,2,2,0,1,0,0,1,0,0,0,745.59
525.0,70,2,1,0,1,0,0,0,0,0,1,745.59
1300.0,162,4,2,0,1,0,0,0,0,0,0,745.59
470.0,50,1,1,0,1,0,0,0,0,0,0,745.59
490.0,55,1,1,0,1,0,0,0,0,0,0,745.59
600.0,72,3,1,0,1,0,0,0,1,0,0,745.59
490.0,46,1,1,0,1,0,0,0,0,0,0,745.59
850.0,90,3,1,0,1,0,0,0,0,0,0,745.59
590.0,90,3,1,0,1,0,0,0,0,0,0,745.59
350.0,74,2,2,0,0,0,0,0,0,0,0,745.59
650.0,85,2,-1,0,1,0,0,0,0,0,0,745.59
360.0,30,1,1,0,0,0,0,1,0,0,0,745.59
425.0,55,1,1,0,0,0,0,0,0,0,0,745.59
400.0,120,3,2,0,0,0,0,1,0,0,0,745.59
680.0,81,2,1,0,1,0,0,1,0,0,0,745.59
400.0,51,1,1,0,1,0,0,1,0,0,0,745.59
650.0,65,2,1,0,1,0,0,1,0,0,0,745.59
595.0,85,3,1,0,1,0,0,0,0,0,0,745.59
595.0,87,3,1,0,1,0,0,0,0,0,0,745.59
750.0,140,5,2,0,0,0,0,1,0,0,0,745.59
820.0,140,3,2,0,1,0,0,0,0,0,0,745.59
375.0,50,2,1,0,0,0,0,1,0,0,0,745.59
450.0,27,1,2,0,1,0,0,0,0,0,0,745.59
650.0,100,2,2,0,1,0,0,0,0,0,0,745.59
750.0,75,2,2,0,1,0,0,0,0,0,0,745.59
600.0,83,3,1,0,1,0,0,0,0,0,0,745.59
900.0,126,3,2,0,1,0,0,0,0,0,0,745.59
650.0,96,2,2,0,1,0,0,0,0,0,0,745.59
650.0,72,2,1,0,1,0,0,0,1,0,0,745.59
550.0,71,2,1,0,1,0,0,0,0,0,0,745.59
600.0,104,2,1,0,0,0,0,1,0,0,0,745.59
750.0,130,3,2,0,1,0,0,0,0,0,0,745.59
850.0,79,2,1,0,0,0,1,0,0,0,0,745.59
750.0,85,3,1,0,1,0,0,0,0,0,0,745.59
500.0,65,2,1,0,0,0,0,1,0,0,0,745.59
325.0,78,2,1,0,0,0,0,1,0,0,0,745.59
350.0,58,2,1,0,0,1,0,1,0,0,0,745.59
500.0,66,1,1,0,1,0,0,0,0,0,0,745.59
750.0,144,5,2,0,0,0,0,1,1,0,0,745.59
650.0,85,2,2,0,1,0,0,0,0,0,0,745.59
750.0,135,5,2,0,0,0,0,1,0,0,0,745.59
420.0,110,3,2,0,0,0,0,1,0,0,0,745.59
550.0,53,1,1,0,1,0,0,0,0,0,0,745.59
650.0,80,3,2,0,1,0,0,1,0,0,0,745.59
650.0,87,3,1,0,1,0,0,0,0,0,0,745.59
570.0,95,3,1,0,1,0,0,0,0,0,0,745.59
1000.0,100,4,2,0,1,0,0,0,0,0,0,745.59
625.0,68,2,1,0,1,0,0,0,0,0,0,745.59
500.0,71,2,1,0,1,0,0,0,0,0,0,745.59
650.0,85,2,1,0,1,0,0,0,0,0,0,745.59
1060.0,140,4,2,0,1,0,0,0,0,0,0,745.59
580.0,96,3,2,0,1,0,0,0,0,0,0,745.59
300.0,60,2,1,0,0,0,0,1,0,0,1,745.59
450.0,50,1,1,0,0,0,0,0,0,0,0,745.59
450.0,50,1,1,0,0,1,0,0,0,0,0,745.59
650.0,105,2,1,0,1,0,0,1,0,0,0,745.59
500.0,105,3,2,0,0,0,0,0,0,0,1,745.59
540.0,112,2,1,0,0,0,0,0,0,0,0,745.59
650.0,105,2,1,0,1,0,0,0,0,0,0,745.59
650.0,105,2,1,0,1,0,0,0,0,0,0,745.59
745.59,60,2,1,0,1,0,0,0,0,0,0,745.59
650.0,85,3,1,0,1,0,0,0,0,0,0,745.59
725.0,105,2,1,0,1,0,0,1,0,0,0,745.59
375.0,90,2,2,0,1,0,0,0,0,0,0,745.59
750.0,95,2,2,0,1,0,0,0,0,0,0,745.59
750.0,80,3,1,0,1,0,0,0,0,0,0,745.59
1500.0,90,5,2,0,1,0,0,0,0,0,0,745.59
600.0,116,3,2,0,1,0,0,0,0,0,0,745.59
600.0,123,3,2,0,1,0,0,1,0,0,0,745.59
750.0,114,4,2,0,1,0,0,1,0,0,0,745.59
550.0,98,4,1,0,1,0,0,1,0,0,0,745.59
650.0,95,2,2,0,1,0,0,0,0,0,0,745.59
550.0,60,1,1,0,0,0,0,1,0,0,0,745.59
1080.0,100,4,1,0,1,0,0,0,0,0,0,745.59
475.0,40,1,1,1,0,0,0,1,0,0,0,745.59
350.0,70,3,-1,0,0,0,0,0,0,0,0,745.59
470.0,47,2,1,0,1,0,0,1,0,0,0,745.59
600.0,55,1,1,0,0,0,0,1,0,0,0,745.59
580.0,100,3,2,0,1,0,0,0,0,0,0,745.59
580.0,100,3,2,0,1,0,0,0,0,0,0,745.59
900.0,240,4,4,0,0,0,0,1,0,0,0,745.59
550.0,55,1,1,0,0,0,0,1,0,0,0,745.59
400.0,200,5,1,0,0,0,0,0,0,0,0,745.59
325.0,68,3,1,0,0,0,0,0,0,0,0,745.59
975.0,105,3,2,0,1,0,0,0,0,0,0,745.59
270.0,120,5,3,0,1,0,0,0,0,0,0,745.59
745.59,240,5,2,0,0,0,0,1,0,0,1,745.59
550.0,70,2,1,0,0,0,0,0,0,0,0,745.59
600.0,60,2,1,0,0,0,0,0,0,0,0,745.59
650.0,85,2,1,0,1,0,0,0,0,0,0,745.59
350.0,65,2,2,0,1,0,0,0,0,0,0,745.59
450.0,100,4,2,0,1,0,0,0,0,0,0,745.59
330.0,70,2,1,0,1,0,0,0,0,0,0,745.59
900.0,95,2,2,0,1,0,0,0,0,0,0,745.59
500.0,60,3,-1,0,0,0,0,0,0,0,0,745.59
600.0,82,3,1,0,1,0,0,1,0,0,0,745.59
500.0,80,2,1,0,0,0,0,0,1,0,0,745.59
650.0,90,3,2,0,0,0,0,1,0,0,0,745.59
580.0,84,3,1,0,1,0,0,0,0,0,0,745.59
400.0,30,1,1,0,0,0,0,1,0,0,0,745.59
1200.0,90,3,3,0,0,0,0,1,0,0,0,745.59
650.0,72,2,4,0,1,0,0,0,0,0,0,745.59
550.0,72,2,1,0,1,0,0,0,0,0,0,745.59
720.0,114,3,2,0,1,0,0,0,0,0,0,745.59
700.0,80,2,1,0,1,0,0,0,0,0,0,745.59
320.0,45,1,1,0,0,1,0,1,0,0,0,745.59
475.0,64,1,1,0,1,0,0,1,0,0,0,745.59
975.0,99,3,2,0,1,0,0,0,0,0,0,745.59
650.0,75,1,1,0,1,0,0,0,0,0,0,745.59
350.0,128,3,2,0,1,0,0,0,0,0,0,745.59
755.0,85,2,2,0,1,0,0,1,0,0,0,745.59
650.0,108,4,1,0,1,0,0,0,0,0,0,745.59
400.0,85,2,1,0,0,0,1,1,0,0,0,745.59
900.0,110,2,2,0,1,0,0,0,0,0,0,745.59
530.0,65,2,1,0,1,0,0,0,0,0,0,745.59
860.0,112,3,1,0,1,0,0,0,0,0,0,745.59
400.0,140,4,1,0,0,0,0,1,0,0,0,745.59
750.0,75,3,1,0,0,0,0,1,0,0,0,745.59
1200.0,100,4,1,0,1,0,0,0,0,0,0,745.59
1200.0,100,4,2,0,1,0,0,0,0,0,0,745.59
1200.0,120,4,2,0,1,0,0,1,0,0,0,745.59
675.0,50,1,1,0,1,0,0,1,0,0,0,745.59
525.0,65,2,1,0,1,0,0,1,0,0,0,745.59
700.0,50,1,1,0,1,0,0,0,0,0,0,745.59
600.0,65,2,1,0,0,0,0,1,0,0,0,745.59
550.0,60,1,1,0,0,1,0,1,0,0,0,745.59
700.0,50,1,1,0,1,0,0,0,0,0,0,745.59
700.0,50,1,1,0,1,0,0,0,0,0,0,745.59
475.0,39,1,1,0,1,0,0,0,0,0,0,745.59
550.0,50,1,1,0,0,0,0,1,0,0,0,745.59
400.0,103,3,2,0,0,0,0,1,0,0,0,745.59
550.0,90,3,1,0,0,0,0,1,0,0,0,745.59
1150.0,160,4,2,0,1,0,0,0,0,0,0,745.59
500.0,45,1,1,0,1,0,0,1,0,0,0,745.59
650.0,40,1,1,0,0,0,0,1,0,0,0,745.59
750.0,115,4,1,0,1,0,0,0,0,0,0,745.59
650.0,96,2,1,0,1,0,0,0,0,0,0,745.59
700.0,50,1,1,0,1,0,0,0,0,0,0,745.59
300.0,60,2,2,0,0,0,1,0,1,0,0,745.59
675.0,105,3,2,0,1,0,0,0,0,0,0,745.59
930.0,130,4,2,0,1,0,0,0,0,0,1,745.59
600.0,80,4,1,0,1,0,1,0,0,0,0,745.59
70.0,60,2,1,0,1,0,0,0,0,0,0,745.59
800.0,110,4,2,0,1,0,0,0,0,0,0,745.59
750.0,108,3,1,0,0,0,0,0,0,0,0,745.59
750.0,108,3,1,0,0,0,0,0,0,0,0,745.59
750.0,108,3,1,0,0,0,0,0,0,0,0,745.59
750.0,108,3,1,0,0,0,0,0,0,0,0,745.59
750.0,108,3,1,0,0,0,0,0,0,0,0,745.59
750.0,108,3,1,0,0,0,0,0,0,0,0,745.59
300.0,80,2,1,0,0,0,0,0,0,0,0,745.59
300.0,80,2,1,0,0,0,0,0,0,0,0,745.59
300.0,80,2,1,0,0,0,0,0,0,0,0,745.59
300.0,80,2,1,0,0,0,0,0,0,0,0,745.59
300.0,80,2,1,0,0,0,0,0,0,0,0,745.59
300.0,1,2,1,0,0,0,0,0,0,0,0,745.59
750.0,149,3,3,0,0,0,0,1,0,0,1,745.59
450.0,38,1,1,0,0,0,0,1,0,0,0,745.59
650.0,84,3,1,0,0,0,0,0,0,0,1,745.59
670.0,92,3,2,0,1,0,0,0,0,0,0,745.59
750.0,142,3,2,0,1,0,0,0,1,0,0,745.59
790.0,145,4,2,0,1,0,0,0,0,0,1,745.59
790.0,145,4,2,0,1,0,0,0,0,0,1,745.59
600.0,88,3,2,0,1,0,0,0,0,0,0,745.59
700.0,95,3,2,0,1,0,0,0,0,0,0,745.59
650.0,90,3,2,0,1,0,0,0,0,0,1,745.59
780.0,100,3,2,0,1,0,0,0,0,0,0,745.59
550.0,50,1,2,0,1,0,0,0,0,0,0,745.59
450.0,35,1,1,0,1,0,0,0,0,0,0,745.59
600.0,70,2,1,0,1,0,0,0,0,0,0,745.59
600.0,80,1,2,0,1,0,0,0,1,0,0,745.59
690.0,90,2,2,0,1,0,0,0,0,0,0,745.59
550.0,64,1,1,0,0,0,0,0,1,0,1,745.59
600.0,40,1,1,0,1,0,1,0,0,0,0,745.59
690.0,690,2,2,0,1,0,0,0,0,0,1,745.59
550.0,90,4,2,0,1,0,0,0,0,0,1,745.59
450.0,50,1,1,0,1,0,0,0,1,0,0,745.59
750.0,127,3,2,0,1,0,0,0,0,0,0,745.59
450.0,45,2,1,0,1,0,0,0,0,0,0,745.59
650.0,85,2,1,0,1,0,0,0,0,0,0,745.59
1500.0,90,5,2,0,1,0,0,0,0,0,0,745.59
650.0,55,1,1,0,0,0,1,0,0,0,0,745.59
650.0,40,1,1,0,0,0,0,1,0,0,0,745.59
650.0,96,2,1,0,1,0,0,0,0,0,0,745.59
600.0,60,2,1,0,1,0,0,0,0,0,0,745.59
550.0,55,1,1,0,0,0,0,0,0,0,0,745.59
590.0,70,2,1,0,1,0,0,0,0,0,0,745.59
550.0,80,3,-1,0,0,0,0,0,0,0,0,745.59
600.0,79,2,1,0,1,0,0,0,0,0,0,745.59
600.0,67,2,1,0,1,0,0,0,0,0,0,745.59
540.0,45,1,1,0,1,0,0,0,1,0,0,745.59
625.0,110,4,2,0,1,0,0,0,0,0,0,745.59
1400.0,200,5,3,0,1,0,0,0,0,0,0,745.59
800.0,134,4,3,0,0,0,0,1,0,0,1,745.59
700.0,80,3,2,0,1,0,0,1,0,0,0,745.59
1200.0,95,4,2,0,1,0,0,0,0,0,0,745.59
495.0,47,1,1,0,1,0,0,0,0,0,0,745.59
650.0,80,3,1,0,1,0,0,1,0,0,0,745.59
490.0,45,1,1,0,0,0,0,1,0,0,0,745.59
675.0,60,1,1,0,1,0,0,0,0,0,0,745.59
500.0,80,3,1,0,0,0,0,1,0,0,0,745.59
600.0,69,2,1,0,1,0,0,0,1,0,0,745.59
680.0,90,2,1,0,1,0,0,0,0,0,0,745.59
850.0,99,3,1,0,1,0,0,0,0,0,0,745.59
700.0,90,3,1,0,1,0,0,0,0,0,0,745.59
1000.0,120,4,2,0,1,0,1,0,0,0,0,745.59
745.59,100,3,2,0,0,0,0,0,0,0,0,745.59
570.0,66,2,1,0,1,0,0,0,0,0,0,745.59
950.0,260,4,5,0,0,0,0,1,0,0,1,745.59
650.0,70,2,2,0,1,0,0,0,0,0,0,745.59
600.0,95,2,1,0,0,0,0,0,0,0,0,745.59
700.0,90,2,2,0,1,0,0,0,0,0,0,745.59
650.0,105,3,1,0,1,0,0,0,0,0,0,745.59
890.0,150,5,3,0,0,0,0,0,1,0,1,745.59
750.0,126,4,2,0,1,0,0,0,1,0,0,745.59
580.0,75,3,1,0,1,0,0,0,0,0,0,745.59
860.0,90,2,2,0,1,0,0,0,0,0,1,745.59
590.0,62,2,1,0,1,0,0,1,0,0,0,745.59
590.0,65,2,1,0,1,0,0,0,0,0,0,745.59
525.0,70,2,1,0,0,0,0,1,0,0,0,745.59
600.0,69,2,1,0,1,0,0,0,0,0,1,745.59
1000.0,120,4,2,0,1,0,0,0,0,0,0,745.59
1400.0,198,5,4,0,0,0,0,1,0,0,0,745.59
600.0,60,2,1,0,1,0,0,0,0,0,0,745.59
450.0,45,2,1,0,1,0,0,0,0,0,0,745.59
550.0,70,1,1,0,1,0,0,0,0,0,0,745.59
550.0,130,4,2,0,1,0,0,0,0,0,0,745.59
1200.0,198,5,4,0,1,0,0,0,0,0,0,745.59
400.0,35,1,1,0,0,0,0,0,0,0,0,745.59
500.0,66,2,1,0,1,1,0,0,0,0,0,745.59
700.0,106,4,2,0,0,0,0,1,0,0,0,745.59
750.0,108,3,2,0,1,0,0,0,0,0,0,745.59
550.0,73,1,1,0,1,0,0,0,0,0,0,745.59
500.0,70,2,1,0,1,1,0,0,0,0,0,745.59
720.0,75,2,1,0,1,0,0,0,0,0,0,745.59
570.0,60,1,1,0,1,0,0,0,0,0,0,745.59
600.0,65,2,2,0,1,0,0,0,0,0,0,745.59
590.0,75,2,1,0,1,0,0,1,0,0,0,745.59
450.0,48,1,1,0,1,0,0,1,0,0,0,745.59
1200.0,95,4,2,0,1,0,0,0,0,0,0,745.59
700.0,81,2,2,0,1,0,0,0,0,0,0,745.59
580.0,52,1,1,0,0,0,0,1,0,0,0,745.59
580.0,50,1,1,0,1,0,0,0,1,0,0,745.59
590.0,75,2,1,0,0,0,0,0,0,0,0,745.59
600.0,81,2,2,0,1,0,0,1,0,0,0,745.59
575.0,55,1,1,0,1,0,0,0,0,0,0,745.59
500.0,75,2,1,0,0,1,0,0,1,0,0,745.59
625.0,95,3,2,0,1,0,0,1,0,0,0,745.59
550.0,50,1,1,0,1,0,0,0,0,0,0,745.59
820.0,112,4,2,0,1,0,0,0,0,0,0,745.59
650.0,73,3,1,0,1,0,0,1,0,0,0,745.59
595.0,81,3,1,0,1,0,0,0,0,0,0,745.59
650.0,99,2,2,0,1,0,0,0,0,0,0,745.59
600.0,69,2,2,0,1,0,0,0,0,0,0,745.59
600.0,90,3,1,0,1,0,0,0,0,0,0,745.59
800.0,257,4,4,0,0,0,0,0,1,0,1,745.59
1200.0,90,4,1,0,0,0,0,0,0,0,1,745.59
490.0,45,1,1,0,0,0,0,1,0,0,0,745.59
250.0,120,4,2,0,1,0,0,0,0,0,0,745.59
490.0,55,1,1,0,1,0,0,1,0,0,0,745.59
580.0,85,3,1,0,1,0,0,0,0,0,1,745.59
350.0,85,3,2,0,0,1,0,0,0,0,1,745.59
300.0,25,1,1,0,1,0,0,0,0,0,0,745.59
595.0,75,2,2,0,1,0,0,0,0,0,1,745.59
490.0,70,2,2,0,1,0,0,0,0,0,0,745.59
550.0,43,1,1,0,0,0,0,1,0,0,0,745.59
550.0,93,2,2,0,0,0,0,0,0,1,1,745.59
590.0,90,3,1,0,0,0,1,0,0,0,1,745.59
400.0,150,4,1,0,0,0,0,1,0,0,0,745.59
500.0,500,3,2,0,0,0,0,1,0,0,1,745.59
550.0,50,1,1,0,0,0,0,1,0,0,0,745.59
460.0,59,2,1,0,1,0,0,1,0,0,0,745.59
380.0,76,2,2,0,1,0,0,0,1,0,0,745.59
660.0,98,3,2,0,1,0,0,1,0,0,0,745.59
480.0,47,1,1,0,1,0,0,0,0,0,0,745.59
300.0,75,2,1,0,0,0,0,0,0,0,0,745.59
600.0,80,2,2,0,1,0,0,0,0,0,0,745.59
400.0,80,2,2,0,0,0,0,1,1,0,0,745.59
600.0,80,2,1,0,0,0,0,1,0,0,0,745.59
650.0,120,3,2,0,0,0,1,0,0,0,1,745.59
495.0,80,3,1,0,0,0,0,0,0,0,1,745.59
440.0,100,3,2,0,1,0,0,0,0,0,0,745.59
700.0,162,3,3,0,0,0,0,1,0,0,1,745.59
500.0,60,1,1,0,0,1,0,0,0,0,0,745.59
300.0,70,2,1,0,0,0,0,1,0,0,0,745.59
470.0,70,3,1,0,0,0,0,0,0,0,0,745.59
1200.0,300,4,3,0,0,0,0,1,0,0,1,745.59
450.0,100,4,2,0,1,0,0,0,0,0,0,745.59
430.0,120,4,2,0,0,0,0,0,0,0,1,745.59
475.0,70,3,1,0,0,0,0,0,0,0,0,745.59
330.0,96,3,1,0,1,0,0,0,0,0,0,745.59
340.0,70,2,2,0,1,0,0,0,0,0,0,745.59
330.0,70,2,2,0,1,0,0,0,0,0,0,745.59
580.0,48,1,1,0,1,0,0,0,0,0,0,745.59
700.0,110,4,2,0,0,0,0,0,0,0,0,745.59
550.0,75,2,2,0,1,0,0,0,0,0,1,745.59
650.0,98,3,2,0,1,0,0,0,0,0,0,745.59
450.0,75,2,1,0,1,0,0,0,0,0,0,745.59
320.0,110,3,2,0,0,0,0,1,0,0,0,745.59
500.0,64,2,1,0,1,0,0,0,0,0,0,745.59
750.0,180,4,3,0,1,0,0,0,0,0,0,745.59
999.0,60,3,1,0,0,0,0,0,0,0,0,745.59
500.0,55,2,1,0,1,0,0,0,0,0,0,745.59
480.0,55,1,1,0,1,0,0,0,0,0,0,745.59
490.0,70,3,1,0,0,0,1,0,0,0,0,745.59
700.0,80,1,1,0,1,0,0,0,0,0,0,745.59
745.59,130,3,2,0,1,0,0,0,0,0,0,745.59
600.0,62,2,1,0,0,1,0,1,0,0,0,745.59
400.0,87,2,2,0,0,0,0,0,0,0,0,745.59
350.0,81,2,2,0,1,0,0,0,0,0,0,745.59
600.0,105,3,2,0,1,0,0,0,0,0,0,745.59
600.0,89,3,2,0,1,0,0,0,0,0,0,745.59
400.0,52,3,1,0,0,0,0,1,0,0,1,745.59
450.0,75,2,2,0,1,0,0,0,0,0,0,745.59
745.59,90,2,1,0,1,0,0,0,0,0,0,745.59
450.0,53,1,1,0,1,0,0,0,0,0,0,745.59
450.0,128,4,2,0,1,0,0,0,0,0,0,745.59
490.0,70,3,1,0,0,0,1,0,0,0,0,745.59
1100.0,90,2,2,0,1,0,0,0,0,0,0,745.59
650.0,102,3,2,0,1,0,0,0,1,0,0,745.59
550.0,72,3,1,0,1,0,0,0,0,0,0,745.59
650.0,75,2,2,0,1,0,0,1,0,0,0,745.59
650.0,64,1,1,0,0,0,0,1,0,0,0,745.59
430.0,102,3,1,0,0,0,0,1,0,0,0,745.59
390.0,43,3,1,0,1,0,0,1,0,0,0,745.59
500.0,70,2,1,0,1,0,0,0,0,0,0,745.59
650.0,90,1,1,0,0,0,0,0,0,0,0,745.59
375.0,40,1,1,0,0,0,0,1,0,0,0,745.59
650.0,64,1,1,1,0,0,0,1,0,0,0,745.59
570.0,70,3,1,0,1,0,0,0,0,0,1,745.59
500.0,57,1,1,0,1,0,0,0,0,0,0,745.59
475.0,80,4,1,0,0,0,0,1,0,0,0,745.59
700.0,98,3,1,0,1,0,0,0,0,0,0,745.59
525.0,68,2,2,0,1,0,0,0,0,0,0,745.59
420.0,75,3,1,0,0,0,0,0,0,0,1,745.59
430.0,55,1,1,0,1,0,0,0,0,0,0,745.59
480.0,50,1,1,0,1,0,0,0,0,0,0,745.59
650.0,80,3,1,0,1,0,0,0,0,0,0,745.59
700.0,120,4,2,0,1,0,0,0,0,0,0,745.59
720.0,73,3,1,0,1,0,0,0,0,0,0,745.59
890.0,150,5,3,0,1,0,0,0,0,0,0,745.59
570.0,82,2,2,0,1,0,0,0,0,0,0,745.59
575.0,75,2,1,0,0,0,0,0,0,0,0,745.59
600.0,72,2,1,0,0,0,0,1,0,0,0,745.59
475.0,45,1,1,0,1,0,0,1,0,0,0,745.59
410.0,50,1,1,0,0,0,1,1,0,0,0,745.59
550.0,80,3,1,0,1,0,0,0,1,0,0,745.59
520.0,65,2,1,0,1,0,0,0,0,0,0,745.59
500.0,70,3,1,0,0,0,0,0,0,0,0,745.59
460.0,60,1,1,0,1,0,0,1,0,0,0,745.59
600.0,68,2,1,0,1,0,0,0,0,0,1,745.59
600.0,85,3,1,0,1,0,0,0,0,0,0,745.59
650.0,110,3,2,0,0,0,0,1,0,0,0,745.59
480.0,60,2,1,0,0,0,0,1,0,0,0,745.59
550.0,78,3,1,0,1,0,0,0,0,0,1,745.59
550.0,80,2,2,0,1,0,0,0,0,0,0,745.59
480.0,76,2,1,0,1,0,0,0,0,0,0,745.59
500.0,72,2,2,0,1,0,0,0,0,0,0,745.59
550.0,63,1,1,0,0,0,0,0,0,0,0,745.59
500.0,68,2,1,0,0,0,0,0,1,0,0,745.59
1350.0,428,4,4,0,0,0,0,1,0,0,1,745.59
380.0,58,1,1,0,1,0,0,1,0,0,0,745.59
700.0,75,3,1,0,1,0,0,0,0,0,1,745.59
490.0,70,3,1,0,0,0,0,1,0,0,0,745.59
470.0,68,2,1,0,0,0,0,1,0,0,0,745.59
390.0,40,1,1,0,1,0,0,1,0,0,0,745.59
700.0,40,1,1,0,1,0,0,0,0,0,1,745.59
570.0,60,2,1,0,1,0,0,0,0,0,0,745.59
550.0,80,3,1,0,1,0,0,0,0,0,0,745.59
425.0,50,1,1,0,0,0,0,0,0,0,1,745.59
510.0,50,2,1,0,0,0,0,1,0,0,0,745.59
600.0,66,2,1,0,1,0,0,0,1,0,0,745.59
850.0,123,2,2,0,1,0,0,0,0,0,0,745.59
550.0,75,1,1,0,1,0,0,0,0,0,0,745.59
550.0,60,1,1,0,1,0,0,0,0,0,0,745.59
300.0,120,4,2,0,1,0,0,0,0,0,0,745.59
575.0,90,3,2,0,1,0,0,0,0,0,1,745.59
850.0,132,3,2,0,1,0,0,0,0,0,0,745.59
700.0,95,2,2,0,1,0,0,0,0,0,1,745.59
550.0,40,1,1,0,1,0,1,0,0,0,0,745.59
500.0,60,2,1,0,0,0,0,1,0,0,0,745.59
550.0,65,2,1,0,1,0,0,0,0,0,0,745.59
475.0,75,3,1,0,0,0,0,0,0,0,1,745.59
600.0,62,2,2,0,1,0,0,1,0,0,0,745.59
600.0,70,3,1,0,1,0,0,0,0,0,0,745.59
590.0,72,3,1,0,1,0,0,0,0,0,0,745.59
890.0,160,5,2,0,0,0,0,1,0,0,1,745.59
580.0,70,3,1,0,1,0,0,1,0,0,0,745.59
550.0,90,3,2,0,1,0,0,0,0,0,0,745.59
580.0,90,3,1,0,1,0,0,0,0,0,0,745.59
650.0,66,2,1,0,1,0,0,0,0,0,0,745.59
630.0,75,3,1,0,0,0,0,0,0,0,0,745.59
675.0,118,3,2,0,1,0,0,0,0,0,0,745.59
650.0,120,4,2,0,1,0,0,0,0,0,0,745.59
650.0,101,3,2,0,0,0,0,1,0,0,0,745.59
750.0,92,2,2,0,1,0,0,0,1,0,0,745.59
650.0,99,3,2,0,1,0,0,0,0,0,0,745.59
475.0,80,2,2,0,0,0,0,1,0,0,0,745.59
650.0,91,2,1,0,1,0,0,0,1,0,0,745.59
495.0,80,4,1,0,1,0,0,0,0,0,0,745.59
475.0,46,2,1,0,0,0,0,1,0,0,0,745.59
1200.0,198,5,4,0,1,0,0,0,0,0,0,745.59
525.0,85,2,1,0,1,0,0,0,0,0,0,745.59
950.0,178,5,3,0,1,0,0,0,0,0,0,745.59
650.0,165,4,3,0,0,0,0,1,0,0,1,745.59
500.0,226,4,1,0,0,0,0,1,0,0,1,745.59
550.0,61,2,1,0,1,0,0,0,0,0,0,745.59
500.0,69,2,2,0,1,0,0,0,0,0,0,745.59
500.0,65,1,1,0,1,0,0,1,0,0,0,745.59
425.0,71,3,2,0,0,0,0,0,1,0,1,745.59
500.0,100,1,1,0,0,0,0,0,0,0,0,745.59
490.0,60,1,1,0,0,0,0,1,0,0,0,745.59
500.0,55,1,1,0,1,0,0,0,0,0,0,745.59
650.0,65,2,1,0,1,0,0,1,0,0,0,745.59
650.0,64,1,1,1,0,0,0,1,0,0,0,745.59
900.0,140,4,3,0,1,0,0,0,0,0,0,745.59
600.0,105,3,2,0,1,0,0,0,1,0,0,745.59
730.0,75,2,2,0,1,0,0,0,0,0,0,745.59
600.0,92,3,2,0,1,0,0,0,1,0,0,745.59
750.0,185,3,2,0,0,0,0,0,0,0,0,745.59
520.0,50,1,1,0,1,0,0,0,0,0,0,745.59
550.0,76,2,2,0,1,0,0,0,0,0,0,745.59
520.0,45,1,1,0,1,0,0,0,0,0,0,745.59
590.0,70,2,1,0,1,0,0,0,0,0,0,745.59
500.0,40,1,1,0,1,0,1,0,0,0,0,745.59
450.0,56,1,1,0,1,0,0,1,0,0,0,745.59
500.0,66,2,1,0,0,0,0,1,0,0,0,745.59
550.0,71,2,1,0,1,0,0,0,0,0,1,745.59
650.0,62,2,1,0,1,0,0,0,1,0,0,745.59
400.0,45,1,1,0,1,0,0,1,0,0,0,745.59
400.0,45,1,1,0,1,0,0,0,0,0,0,745.59
750.0,75,1,1,0,1,0,0,1,0,0,0,745.59
